,KeggID,Description
401,gn:T00404,lbj; Leptospira borgpetersenii serovar Hardjo-bovis JB197
402,gn:T00405,lbl; Leptospira borgpetersenii serovar Hardjo-bovis L550
403,gn:T00406,lbr; Lactobacillus brevis ATCC 367
404,gn:T00407,lca; Lacticaseibacillus paracasei ATCC 334 (Lactobacillus paracasei ATCC 334)
405,gn:T00408,ooe; Oenococcus oeni PSU-1
406,gn:T00409,ppe; Pediococcus pentosaceus ATCC 25745
407,gn:T00410,lga; Lactobacillus gasseri ATCC 33323
408,gn:T00411,lme; Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
409,gn:T00412,sus; Candidatus Solibacter usitatus Ellin6076
410,gn:T00413,spd; Streptococcus pneumoniae D39 (virulent serotype 2)
411,gn:T00414,ste; Streptococcus thermophilus LMD-9
412,gn:T00415,bch; Burkholderia cenocepacia HI2424
413,gn:T00416,reh; Cupriavidus necator H16 (Ralstonia eutropha H16)
414,gn:T00417,mtp; Methanothrix thermoacetophila PT
415,gn:T00418,sfu; Syntrophobacter fumaroxidans MPOB
416,gn:T00419,lbu; Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
417,gn:T00420,llc; Lactococcus lactis subsp. cremoris SK11
418,gn:T00421,art; Arthrobacter sp. FB24
419,gn:T00422,lwe; Listeria welshimeri serovar 6b SLCC5334
420,gn:T00423,"bcc; Buchnera aphidicola BCc, endosymbiont of Cinara cedri"
421,gn:T00424,aha; Aeromonas hydrophila subsp. hydrophila ATCC 7966
422,gn:T00425,ecv; Escherichia coli APEC O1 (Avian pathogenic Escherichia coli)
423,gn:T00426,ace; Acidothermus cellulolyticus 11B
424,gn:T00427,mgm; Magnetococcus marinus MC-1
425,gn:T00428,shn; Shewanella sp. ANA-3
426,gn:T00429,btl; Bacillus thuringiensis Al Hakam
427,gn:T00430,cff; Campylobacter fetus subsp. fetus 82-40
428,gn:T00431,cno; Clostridium novyi NT
429,gn:T00432,ftn; Francisella tularensis subsp. novicida U112
430,gn:T00433,mav; Mycobacterium avium 104
431,gn:T00434,msm; Mycolicibacterium smegmatis MC2 155 (Mycobacterium smegmatis MC2 155)
432,gn:T00435,mul; Mycobacterium ulcerans Agy99
433,gn:T00436,ppd; Pelobacter propionicus DSM 2379
434,gn:T00437,bad; Bifidobacterium adolescentis ATCC 15703
435,gn:T00438,"rma; Candidatus Ruthia magnifica Cm, endosymbiont of Calyptogena magnifica (hydrothermal vent clam)"
436,gn:T00439,cph; Chlorobium phaeobacteroides DSM 266
437,gn:T00440,pde; Paracoccus denitrificans PD1222
438,gn:T00441,azo; Azoarcus olearius BH72
439,gn:T00442,mkm; Mycobacterium sp. KMS
440,gn:T00443,nca; Nocardioides sp. JS614
441,gn:T00444,pis; Pyrobaculum islandicum DSM 4184
442,gn:T00445,saz; Shewanella amazonensis SB2B
443,gn:T00446,tpe; Thermofilum pendens Hrk 5
444,gn:T00447,aau; Paenarthrobacter aurescens TC1 (Arthrobacter aurescens TC1)
445,gn:T00448,gfo; Gramella forsetii KT0803
446,gn:T00449,mva; Mycolicibacterium vanbaalenii PYR-1
447,gn:T00450,pin; Psychromonas ingrahamii 37
448,gn:T00451,aav; Acidovorax citrulli AAC00-1
449,gn:T00452,dvl; Desulfovibrio vulgaris DP4
450,gn:T00453,shw; Shewanella sp. W3-18-1
451,gn:T00454,maq; Marinobacter nauticus VT8 (Marinobacter aquaeolei VT8)
452,gn:T00455,ajs; Acidovorax sp. JS42
453,gn:T00456,bbk; Bartonella bacilliformis KC583
454,gn:T00457,bmv; Burkholderia mallei SAVP1
455,gn:T00458,nmc; Neisseria meningitidis FAM18 (serogroup C)
456,gn:T00459,pna; Polaromonas naphthalenivorans CJ2
457,gn:T00460,vei; Verminephrobacter eiseniae EF01-2
458,gn:T00461,cjj; Campylobacter jejuni subsp. jejuni 81-176
459,gn:T00462,hha; Halorhodospira halophila SL1
460,gn:T00463,mbb; Mycobacterium tuberculosis variant bovis BCG Pasteur 1173P2 (Mycobacterium bovis BCG Pasteur 1173P2)
461,gn:T00464,pmb; Prochlorococcus marinus AS9601
462,gn:T00465,pmc; Prochlorococcus marinus MIT 9515
463,gn:T00466,pmf; Prochlorococcus marinus MIT 9303
464,gn:T00467,pme; Prochlorococcus marinus NATL1A
465,gn:T00468,hbu; Hyperthermus butylicus DSM 5456
466,gn:T00469,yen; Yersinia enterocolitica subsp. enterocolitica 8081 (serotype 0:8)
467,gn:T00470,mpt; Methylibium petroleiphilum PM1
468,gn:T00471,bml; Burkholderia mallei NCTC 10229
469,gn:T00472,mla; Methanocorpusculum labreanum Z
470,gn:T00473,ssa; Streptococcus sanguinis SK36
471,gn:T00474,cth; Hungateiclostridium thermocellum ATCC 27405 (Clostridium thermocellum ATCC 27405)
472,gn:T00475,llm; Lactococcus lactis subsp. cremoris MG1363
473,gn:T00476,apl; Actinobacillus pleuropneumoniae L20 (serotype 5b)
474,gn:T00477,mem; Methanoculleus marisnigri JR1
475,gn:T00478,sbl; Shewanella baltica OS155
476,gn:T00479,bmn; Burkholderia mallei NCTC 10247
477,gn:T00480,bpl; Burkholderia pseudomallei 1106a
478,gn:T00481,bpd; Burkholderia pseudomallei 668
479,gn:T00482,mjl; Mycobacterium sp. JLS
480,gn:T00483,pcl; Pyrobaculum calidifontis JCM 11548
481,gn:T00484,rsh; Rhodobacter sphaeroides ATCC 17029
482,gn:T00485,smr; Staphylothermus marinus F1
483,gn:T00486,acb; Acinetobacter baumannii ATCC 17978
484,gn:T00487,cdf; Clostridioides difficile 630 (Clostridium difficile 630) (PCR-ribotype 012)
485,gn:T00488,pmg; Prochlorococcus marinus MIT 9301
486,gn:T00489,slo; Shewanella loihica PV-4
487,gn:T00490,har; Herminiimonas arsenicoxydans
488,gn:T00491,mmq; Methanococcus maripaludis C5
489,gn:T00492,sen; Saccharopolyspora erythraea NRRL 2338
490,gn:T00493,bvi; Burkholderia vietnamiensis G4
491,gn:T00494,drm; Desulforamulus reducens MI-1
492,gn:T00495,ftw; Francisella tularensis subsp. tularensis WY96-3418
493,gn:T00496,gtn; Geobacillus thermodenitrificans NG80-2
494,gn:T00497,spf; Streptococcus pyogenes Manfredo (serotype M5)
495,gn:T00498,mgi; Mycolicibacterium gilvum PYR-GCK (Mycobacterium flavescens PYR-GCK)
496,gn:T00499,pvi; Chlorobium phaeovibrioides DSM 265
497,gn:T00500,asa; Aeromonas salmonicida subsp. salmonicida A449
498,gn:T00501,cgt; Corynebacterium glutamicum R
499,gn:T00502,pnu; Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)
500,gn:T00503,pas; Pyrobaculum arsenaticum DSM 13514
501,gn:T00504,stp; Salinispora tropica CNB-440
502,gn:T00505,ypp; Yersinia pestis Pestoides F (biovar Antiqua)
503,gn:T00506,csc; Caldicellulosiruptor saccharolyticus DSM 8903
504,gn:T00507,ent; Enterobacter sp. 638
505,gn:T00508,fjo; Flavobacterium johnsoniae UW101
506,gn:T00509,mse; Metallosphaera sedula DSM 5348
507,gn:T00510,pmy; Pseudomonas mendocina ymp
508,gn:T00511,psa; Pseudomonas stutzeri A1501
509,gn:T00512,rsq; Rhodobacter sphaeroides ATCC 17025
510,gn:T00513,spc; Shewanella putrefaciens CN-32
511,gn:T00514,ssu; Streptococcus suis 05ZYH33 (serotype 2)
512,gn:T00515,ssv; Streptococcus suis 98HAH33 (serotype 2)
513,gn:T00516,"bra; Bradyrhizobium sp. ORS 278, endosymbiont of Aeschynomene sensitiva"
514,gn:T00517,dno; Dichelobacter nodosus VCS1703A
515,gn:T00518,deb; Dehalococcoides mccartyi BAV1
516,gn:T00519,pth; Pelotomaculum thermopropionicum SI
517,gn:T00520,vco; Vibrio cholerae O1 O395
518,gn:T00521,gur; Geobacter uraniireducens Rf4
519,gn:T00522,"saj; Staphylococcus aureus subsp. aureus JH9, methicillin-resistant, vancomycin-intermediate resistance"
520,gn:T00523,syr; Synechococcus sp. RCC307
521,gn:T00524,syx; Synechococcus sp. WH 7803
522,gn:T00525,tpt; Thermotoga petrophila RKU-1
523,gn:T00526,rci; Methanocella arvoryzae MRE50
524,gn:T00527,acr; Acidiphilium cryptum JF-5
525,gn:T00528,"bbt; Bradyrhizobium sp. BTAi1, endosymbiont of Aeschynomene indica"
526,gn:T00529,cmi; Clavibacter michiganensis subsp. michiganensis NCPPB 382
527,gn:T00530,"vok; Candidatus Vesicomyosocius okutanii HA, endosymbiont of Calyptogena okutanii (deep-sea clam)"
528,gn:T00531,ots; Orientia tsutsugamushi Boryong
529,gn:T00532,lpc; Legionella pneumophila Corby
530,gn:T00533,cbo; Clostridium botulinum A ATCC 3502
531,gn:T00534,bov; Brucella ovis ATCC 25840
532,gn:T00535,lre; Lactobacillus reuteri DSM 20016
533,gn:T00536,maa; Mycoplasma agalactiae PG2
534,gn:T00537,ppf; Pseudomonas putida F1
535,gn:T00538,swi; Rhizorhabdus wittichii RW1
536,gn:T00539,msi; Methanobrevibacter smithii ATCC 35061
537,gn:T00540,mra; Mycobacterium tuberculosis H37Ra
538,gn:T00541,prw; Psychrobacter sp. PRwf-1
539,gn:T00542,rrs; Roseiflexus sp. RS-1
540,gn:T00543,hip; Haemophilus influenzae PittEE (nontypeable)
541,gn:T00544,hiq; Haemophilus influenzae PittGG (nontypeable)
542,gn:T00545,mtf; Mycobacterium tuberculosis F11
543,gn:T00546,bvu; Phocaeicola vulgatus ATCC 8482 (Bacteroides vulgatus ATCC 8482)
544,gn:T00547,cbe; Clostridium beijerinckii NCIMB 8052
545,gn:T00548,fps; Flavobacterium psychrophilum JIP02/86
546,gn:T00549,pdi; Parabacteroides distasonis ATCC 8503
547,gn:T00550,tme; Thermosipho melanesiensis BI429
548,gn:T00551,amt; Alkaliphilus metalliredigens QYMF
549,gn:T00552,mae; Methanococcus aeolicus Nankai-3
550,gn:T00553,mmz; Methanococcus maripaludis C7
551,gn:T00554,mvn; Methanococcus vannielii SB
552,gn:T00555,"smd; Sinorhizobium medicae WSM419, endosymbiont of Medicago murex"
553,gn:T00556,"sah; Staphylococcus aureus subsp. aureus JH1, methicillin-resistant, vancomycin-susceptible"
554,gn:T00557,sae; Staphylococcus aureus subsp. aureus Newman
555,gn:T00558,asu; Actinobacillus succinogenes 130Z
556,gn:T00559,afw; Anaeromyxobacter sp. Fw109-5
557,gn:T00560,bcy; Bacillus cytotoxicus NVH 391-98
558,gn:T00561,mms; Janthinobacterium sp. Marseille (Minibacterium massiliensis)
559,gn:T00562,kra; Kineococcus radiotolerans SRS30216 = ATCC BAA-149
560,gn:T00563,cbf; Clostridium botulinum F Langeland
561,gn:T00564,ckl; Clostridium kluyveri DSM 555
562,gn:T00565,nis; Nitratiruptor sp. SB155-2
563,gn:T00566,kpn; Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (serotype K52)
564,gn:T00567,mmw; Marinomonas sp. MWYL1
565,gn:T00568,oan; Ochrobactrum anthropi ATCC 49188
566,gn:T00569,pap; Pseudomonas aeruginosa PA7
567,gn:T00570,ypi; Yersinia pseudotuberculosis IP 31758 (serotype O:1b)
568,gn:T00571,sbm; Shewanella baltica OS185
569,gn:T00572,sun; Sulfurovum sp. NBC37-1
570,gn:T00573,cjd; Campylobacter jejuni subsp. doylei 269.97
571,gn:T00574,cba; Clostridium botulinum A ATCC 19397
572,gn:T00575,cbh; Clostridium botulinum A Hall
573,gn:T00576,ccv; Campylobacter curvus 525.92
574,gn:T00577,cha; Campylobacter hominis ATCC BAA-381
575,gn:T00578,mbn; Methanoregula boonei 6A8
576,gn:T00579,fno; Fervidobacterium nodosum Rt17-B1
577,gn:T00580,pla; Parvibaculum lavamentivorans DS-1
578,gn:T00581,xau; Xanthobacter autotrophicus Py2
579,gn:T00582,bay; Bacillus velezensis FZB42
580,gn:T00583,cbd; Coxiella burnetii Dugway 5J108-111
581,gn:T00584,fta; Francisella tularensis subsp. holarctica FTNF002-00
582,gn:T00585,rca; Roseiflexus castenholzii DSM 13941
583,gn:T00586,esa; Cronobacter sakazakii ATCC BAA-894
584,gn:T00587,iho; Ignicoccus hospitalis KIN4/I
585,gn:T00588,"saw; Staphylococcus aureus subsp. aureus Mu3, methicillin-resistant, heterogeneous vancomycin-intermediate resistance"
586,gn:T00589,vha; Vibrio campbellii ATCC BAA-1116; BB120 (Vibrio harveyi ATCC BAA-1116)
587,gn:T00590,ecw; Escherichia coli O139:H28 E24377A (ETEC)
588,gn:T00591,ecx; Escherichia coli O9 HS (commensal strain)
589,gn:T00592,cko; Citrobacter koseri ATCC BAA-895
590,gn:T00593,cco; Campylobacter concisus 13826
591,gn:T00594,sgo; Streptococcus gordonii Challis CH1
592,gn:T00595,spe; Serratia proteamaculans 568
593,gn:T00596,sse; Shewanella sediminis HAW-EB3
594,gn:T00597,cju; Campylobacter jejuni subsp. jejuni 81116
595,gn:T00598,pmh; Prochlorococcus marinus MIT 9215
596,gn:T00599,bpu; Bacillus pumilus SAFR-032
597,gn:T00600,abu; Aliarcobacter butzleri RM4018
598,gn:T00601,rak; Rickettsia akari Hartford
599,gn:T00602,rbo; Rickettsia bellii OSU 85-389
600,gn:T00603,rcm; Rickettsia canadensis McKiel
601,gn:T00604,rri; Rickettsia rickettsii Sheila Smith
602,gn:T00605,rms; Rickettsia massiliae MTU5
603,gn:T00606,spl; Shewanella pealeana ATCC 700345
604,gn:T00607,aoe; Alkaliphilus oremlandii OhILAs
605,gn:T00608,fre; Frankia sp. EAN1pec
606,gn:T00609,azc; Azorhizobium caulinodans ORS 571
607,gn:T00610,dol; Desulfococcus oleovorans Hxd3
608,gn:T00611,cma; Caldivirga maquilingensis IC-167
609,gn:T00612,dsh; Dinoroseobacter shibae DFL 12 = DSM 16493
610,gn:T00613,saq; Salinispora arenicola CNS-205
611,gn:T00614,hau; Herpetosiphon aurantiacus DSM 785
612,gn:T00615,mmx; Methanococcus maripaludis C6
613,gn:T00616,pmj; Prochlorococcus marinus MIT 9211
614,gn:T00617,amr; Acaryochloris marina MBIC11017
615,gn:T00618,tle; Pseudothermotoga lettingae TMO
616,gn:T00619,cpy; Lachnoclostridium phytofermentans ISDg (Clostridium phytofermentans ISDg)
617,gn:T00620,dac; Delftia acidovorans SPH-1
618,gn:T00621,pmo; Petrotoga mobilis SJ95
619,gn:T00622,sbn; Shewanella baltica OS195
620,gn:T00623,bcs; Brucella canis ATCC 23365
621,gn:T00624,bmu; Burkholderia multivorans ATCC 17616 (JGI)
622,gn:T00625,lhe; Lactobacillus helveticus DPC 4571
623,gn:T00626,nmr; Nitrosopumilus maritimus SCM1
624,gn:T00627,"ses; Salmonella enterica subsp. arizonae serovar 62:z4,z23:- RSK2980"
625,gn:T00628,spq; Salmonella enterica subsp. enterica serovar Paratyphi B SPB7
626,gn:T00629,"sax; Staphylococcus aureus subsp. aureus USA300_TCH1516, community-acquired methicillin-resistant"
627,gn:T00630,smg; Candidatus Sulcia muelleri GWSS
628,gn:T00631,gdi; Gluconacetobacter diazotrophicus PA1 5 (Brazil)
629,gn:T00632,cbs; Coxiella burnetii RSA 331
630,gn:T00633,nmn; Neisseria meningitidis 053442 (serogroup C)
631,gn:T00634,scl; Sorangium cellulosum So ce56
632,gn:T00635,ypg; Yersinia pestis Angola (virulent Pestoides isolate)
633,gn:T00636,btr; Bartonella tribocorum CIP 105476
634,gn:T00637,bpt; Bordetella petrii DSM 12804
635,gn:T00638,bmt; Brucella suis ATCC 23445
636,gn:T00639,cau; Chloroflexus aurantiacus J-10-fl
637,gn:T00640,mex; Methylorubrum extorquens PA1
638,gn:T00641,rsa; Renibacterium salmoninarum ATCC 33209
639,gn:T00642,bwe; Bacillus mycoides KBAB4 (Bacillus weihenstephanensis KBAB4)
640,gn:T00643,rrj; Rickettsia rickettsii Iowa
641,gn:T00644,apj; Actinobacillus pleuropneumoniae JL03 (serotype 3)
642,gn:T00645,ctb; Chlamydia trachomatis 434/Bu
643,gn:T00646,ctl; Chlamydia trachomatis L2b/UCH-1/proctitis
644,gn:T00647,mar; Microcystis aeruginosa NIES-843
645,gn:T00648,tex; Thermoanaerobacter sp. X514
646,gn:T00649,tpd; Thermoanaerobacter pseudethanolicus ATCC 33223
647,gn:T00650,ppg; Pseudomonas putida GB-1
648,gn:T00651,cak; Caulobacter sp. K31
649,gn:T00652,fph; Francisella philomiragia subsp. philomiragia ATCC 25017
650,gn:T00653,hmo; Heliobacterium modesticaldum Ice1
651,gn:T00654,shl; Shewanella halifaxensis HAW-EB4
652,gn:T00655,dau; Candidatus Desulforudis audaxviator MP104C
653,gn:T00656,lsp; Lysinibacillus sphaericus C3-41
654,gn:T00657,mab; Mycobacteroides abscessus ATCC 19977 (Mycobacterium abscessus ATCC 19977)
655,gn:T00658,spv; Streptococcus pneumoniae Hungary19A-6 (serotype 19A)
656,gn:T00659,acl; Acholeplasma laidlawii PG-8A
657,gn:T00660,abm; Acinetobacter baumannii SDF
658,gn:T00661,fma; Finegoldia magna ATCC 29328
659,gn:T00662,hsl; Halobacterium salinarum R1
660,gn:T00663,lci; Leuconostoc citreum KM20
661,gn:T00664,syp; Synechococcus sp. PCC 7002
662,gn:T00665,ypy; Yersinia pseudotuberculosis YPIII (serotype O:3)
663,gn:T00666,ecd; Escherichia coli K-12 DH10B
664,gn:T00667,aby; Acinetobacter baumannii AYE
665,gn:T00668,kcr; Candidatus Korarchaeum cryptofilum OPF8
666,gn:T00669,bcm; Burkholderia cenocepacia MC0-3
667,gn:T00670,cbl; Clostridium botulinum A3 Loch Maree
668,gn:T00671,cbb; Clostridium botulinum B1 Okra
669,gn:T00672,ecm; Escherichia coli SMS-3-5 (environmental isolate)
670,gn:T00673,hsm; Histophilus somni 2336
671,gn:T00674,mrd; Methylobacterium radiotolerans JCM 2831
672,gn:T00675,ppw; Pseudomonas putida W619
673,gn:T00676,swd; Shewanella woodyi ATCC 51908
674,gn:T00677,xfm; Xylella fastidiosa M12
675,gn:T00678,cms; Clavibacter michiganensis subsp. sepedonicus ATCC 33113
676,gn:T00679,met; Methylobacterium sp. 4-46
677,gn:T00680,upa; Ureaplasma parvum serovar 3 ATCC 27815
678,gn:T00681,lch; Leptothrix cholodnii SP-6
679,gn:T00682,tne; Pyrobaculum neutrophilum V24Sta
680,gn:T00683,"pne; Polynucleobacter necessarius STIR1, endosymbiont of Euplotes aediculatus"
681,gn:T00684,bac; Burkholderia ambifaria MC40-6
682,gn:T00685,cur; Corynebacterium urealyticum DSM 7109
683,gn:T00686,cyt; Crocosphaera subtropica ATCC 51142 (Cyanothece sp. ATCC 51142)
684,gn:T00687,esi; Exiguobacterium sibiricum 255-15
685,gn:T00688,bid; Beijerinckia indica subsp. indica ATCC 9039
686,gn:T00689,ote; Opitutus terrae PB90-1
687,gn:T00690,spw; Streptococcus pneumoniae CGSP14 (serotype 14)
688,gn:T00691,sgr; Streptomyces griseus subsp. griseus NBRC 13350
689,gn:T00692,xfn; Xylella fastidiosa M23
690,gn:T00693,lbi; Leptospira biflexa serovar Patoc Patoc 1 (Paris)
691,gn:T00694,mmi; Mycobacterium marinum M
692,gn:T00695,bav; Bordetella avium 197N
693,gn:T00696,cbk; Clostridium botulinum B Eklund 17B (NRP)
694,gn:T00697,ecl; Escherichia coli ATCC 8739
695,gn:T00698,ftm; Francisella tularensis subsp. mediasiatica FSC147
696,gn:T00699,lfe; Lactobacillus fermentum IFO 3956
697,gn:T00700,sbc; Shigella boydii CDC 3083-94 (serotype 18)
698,gn:T00701,krh; Kocuria rhizophila DC2201
699,gn:T00702,cti; Cupriavidus taiwanensis LMG 19424
700,gn:T00703,bmc; Brucella abortus S19
701,gn:T00704,bph; Paraburkholderia phymatum STM815
702,gn:T00705,ott; Orientia tsutsugamushi Ikeda
703,gn:T00706,trq; Thermotoga sp. RQ2
704,gn:T00707,blj; Bifidobacterium longum DJO10A
705,gn:T00708,glo; Trichlorobacter lovleyi SZ (Geobacter lovleyi SZ)
706,gn:T00709,cpb; Chlorobium phaeobacteroides BS1
707,gn:T00710,abc; Acinetobacter baumannii ACICU
708,gn:T00711,eta; Erwinia tasmaniensis Et1/99
709,gn:T00712,lbf; Leptospira biflexa serovar Patoc Patoc 1 (Ames)
710,gn:T00713,npu; Nostoc punctiforme PCC 73102
711,gn:T00714,pgn; Porphyromonas gingivalis ATCC 33277
712,gn:T00715,sul; Sulfurihydrogenibium sp. YO3AOP1
713,gn:T00716,tpp; Treponema pallidum subsp. pallidum SS14
714,gn:T00717,apa; Actinobacillus pleuropneumoniae AP76 (serotype 7)
715,gn:T00718,sml; Stenotrophomonas maltophilia K279a
716,gn:T00719,"wpi; Wolbachia sp. wPip, endosymbiont of Culex quinquefasciatus (mosquito)"
717,gn:T00720,rec; Rhizobium etli CIAT 652
718,gn:T00721,cja; Cellvibrio japonicus Ueda107
719,gn:T00722,rpt; Rhodopseudomonas palustris TIE-1
720,gn:T00723,lcb; Lacticaseibacillus paracasei BL23 (Lactobacillus casei BL23)
721,gn:T00724,mat; Mycoplasma phocidae 158L3-1 (Mycoplasma arthritidis 158L3-1)
722,gn:T00725,cpc; Chlorobaculum parvum NCIB 8327
723,gn:T00726,cts; Chloroherpeton thalassium ATCC 35110
724,gn:T00727,min; Methylacidiphilum infernorum V4
725,gn:T00728,ngk; Neisseria gonorrhoeae NCCP11945
726,gn:T00729,pml; Candidatus Phytoplasma mali
727,gn:T00730,aas; Candidatus Amoebophilus asiaticus 5a2
728,gn:T00731,pph; Pelodictyon phaeoclathratiforme BU-1
729,gn:T00732,paa; Prosthecochloris aestuarii DSM 271
730,gn:T00733,smt; Stenotrophomonas maltophilia R551-3
731,gn:T00734,spx; Streptococcus pneumoniae G54 (serotype 19F)
732,gn:T00735,lrf; Lactobacillus reuteri JCM 1112
733,gn:T00736,amu; Akkermansia muciniphila ATCC BAA-835
734,gn:T00737,btu; Borrelia turicatae 91E135
735,gn:T00738,seh; Salmonella enterica subsp. enterica serovar Heidelberg SL476
736,gn:T00739,see; Salmonella enterica subsp. enterica serovar Newport SL254
737,gn:T00740,bmj; Burkholderia multivorans ATCC 17616 (Tohoku)
738,gn:T00741,emi; Elusimicrobium minutum Pei191
739,gn:T00742,hps; Helicobacter pylori Shi470
740,gn:T00743,sew; Salmonella enterica subsp. enterica serovar Schwarzengrund CVM19633
741,gn:T00744,ypb; Yersinia pseudotuberculosis PB1/+ (serotype 1B)
742,gn:T00745,hya; Hydrogenobaculum sp. Y04AAS1
743,gn:T00746,sez; Streptococcus equi subsp. zooepidemicus MGCS10565
744,gn:T00747,amc; Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype)
745,gn:T00748,ank; Anaeromyxobacter sp. K
746,gn:T00749,gbm; Citrifermentans bemidjiense Bem (Geobacter bemidjiensis Bem)
747,gn:T00750,pzu; Phenylobacterium zucineum HLK1
748,gn:T00751,sea; Salmonella enterica subsp. enterica serovar Agona SL483
749,gn:T00752,pal; Candidatus Phytoplasma australiense
750,gn:T00753,pmr; Proteus mirabilis HI4320
751,gn:T00754,vfm; Aliivibrio fischeri MJ11 (Vibrio fischeri MJ11)
752,gn:T00755,rsd; Candidatus Endomicrobium trichonymphae Rs-D17 (Uncultured Termite group 1 bacterium phylotype Rs-D17)
753,gn:T00756,sek; Salmonella enterica subsp. enterica serovar Paratyphi A AKU_12601
754,gn:T00757,sed; Salmonella enterica subsp. enterica serovar Dublin CT_02021853
755,gn:T00758,afe; Acidithiobacillus ferrooxidans ATCC 53993
