,KeggID,Description
2006,ds:H02013,Glycerol kinase deficiency
2007,ds:H02014,Ataxia-telangiectasia-like syndrome
2008,ds:H02015,LIG4 syndrome
2009,ds:H02016,Tay-Sachs disease; GM2 gangliosidoses type I
2010,ds:H02017,Sandhoff disease; GM2 gangliosidoses type II
2011,ds:H02018,Central precocious puberty
2012,ds:H02019,Familial male-limited precocious puberty; Familial testotoxicosis; Gonadotropin-independent familial sexual precocity
2013,ds:H02020,Aromatase deficiency
2014,ds:H02021,Chediak-Higashi syndrome
2015,ds:H02022,Griscelli syndrome
2016,ds:H02023,Baraitser-Winter syndrome
2017,ds:H02024,Neutrophil specific granule deficiency
2018,ds:H02025,Myeloperoxidase deficiency
2019,ds:H02026,Familial hypocalciuric hypercalcemia
2020,ds:H02027,Male hypogonadism
2021,ds:H02028,Filariasis
2022,ds:H02029,Mycobacterium avium complex (MAC) pulmonary disease
2023,ds:H02030,Neonatal hyperparathyroidism
2024,ds:H02031,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia
2025,ds:H02032,Entomophthoramycosis
2026,ds:H02033,Mucormycosis
2027,ds:H02034,Central hypothyroidism and testicular enlargement
2028,ds:H02035,Isolated growth hormone deficiency
2029,ds:H02036,Combined pituitary hormone deficiency
2030,ds:H02037,Laron syndrome; Growth hormone insensitivity syndrome; Pituitary dwarfism II
2031,ds:H02038,X-linked panhypopituitarism
2032,ds:H02039,Kowarski syndrome
2033,ds:H02040,Insulin-like growth factor I deficiency
2034,ds:H02041,Myopia
2035,ds:H02042,Familial expansile osteolysis
2036,ds:H02043,Capillary malformation-arteriovenous malformation
2037,ds:H02044,Cutaneous and mucosal venous malformation; Mucocutaneous venous malformation
2038,ds:H02045,Norrie disease
2039,ds:H02046,OFC syndrome; Oto-facio-cervical syndrome
2040,ds:H02047,Bohring-Opitz syndrome
2041,ds:H02048,Larsen syndrome
2042,ds:H02049,Bilateral macronodular adrenal hyperplasia
2043,ds:H02050,Prepubertal periodontitis
2044,ds:H02051,May-Hegglin anomaly
2045,ds:H02052,Sebastian syndrome
2046,ds:H02053,Fechtner syndrome
2047,ds:H02054,Crigler-Najjar syndrome
2048,ds:H02055,Gilbert syndrome
2049,ds:H02056,Dubin-Johnson syndrome
2050,ds:H02057,Rotor syndrome
2051,ds:H02058,Kohlschutter-Tonz syndrome
2052,ds:H02059,Leptin deficiency
2053,ds:H02060,Leptin receptor deficiency
2054,ds:H02061,Estrogen resistance syndrome
2055,ds:H02062,Familial digital arthropathy-brachydactyly
2056,ds:H02063,Diastrophic dysplasia
2057,ds:H02064,Atelosteogenesis type I and III
2058,ds:H02065,"Achondrogenesis type IB; Achondrogenesis, Fraccaro type"
2059,ds:H02066,"Achondrogenesis type II; Achondrogenesis, Langer-Saldino type"
2060,ds:H02067,Boomerang dysplasia
2061,ds:H02068,Hypochondroplasia
2062,ds:H02069,SADDAN; Severe achondroplasia with developmental delay and acanthosis nigricans
2063,ds:H02070,Kniest dysplasia
2064,ds:H02071,Czech dysplasia
2065,ds:H02072,Stickler syndrome
2066,ds:H02073,Wagner syndrome
2067,ds:H02074,Knobloch syndrome
2068,ds:H02075,Enhanced S-cone syndrome
2069,ds:H02076,Bacteroides infection
2070,ds:H02077,Snowflake vitreoretinal degeneration
2071,ds:H02078,Autosomal dominant vitreoretinochoroidopathy
2072,ds:H02079,Oto-spondylo-megaepiphyseal dysplasia; OSMED; Weissenbacher-Zweymuller syndrome
2073,ds:H02080,Fibrochondrogenesis
2074,ds:H02081,Marshall syndrome
2075,ds:H02082,Floating-Harbor syndrome
2076,ds:H02083,Focal facial dermal dysplasia
2077,ds:H02084,Native American myopathy
2078,ds:H02085,Acyl-CoA dehydrogenase 9 deficiency
2079,ds:H02086,Mitochondrial complex III deficiency
2080,ds:H02087,"Vertebral, cardiac, renal, and limb defects syndrome; Congenital NAD deficiency disorder"
2081,ds:H02088,Primary intraosseous vascular malformation; Primary intraosseous hemangioma
2082,ds:H02089,Winchester syndrome
2083,ds:H02090,Trehalase deficiency
2084,ds:H02091,Jervell and Lange-Nielsen syndrome
2085,ds:H02092,von Willebrand disease
2086,ds:H02093,Platelet-type von Willebrand disease; Pseudo-von Willebrand disease
2087,ds:H02094,Carvajal syndrome; Dilated cardiomyopathy with woolly hair and keratoderma
2088,ds:H02095,Perrault syndrome
2089,ds:H02096,Peroxisomal acyl-CoA oxidase deficiency
2090,ds:H02097,Gray platelet syndrome; Bleeding disorder platelet-type 4
2091,ds:H02098,D-bifunctional protein deficiency; DBP deficiency; Bifunctional enzyme deficiency
2092,ds:H02099,Alpha-methylacyl-CoA racemase deficiency; AMACR deficiency
2093,ds:H02100,Peroxisomal fatty acyl-CoA reductase 1 disorder
2094,ds:H02101,Autosomal dominant sensory ataxia
2095,ds:H02102,Myhre syndrome
2096,ds:H02103,DeSanto-Shinawi syndrome
2097,ds:H02104,Megalocornea; X-linked megalocornea
2098,ds:H02105,Prohormone convertase 1/3 deficiency
2099,ds:H02106,Genetic obesity
2100,ds:H02107,Bietti crystalline corneoretinal dystrophy
2101,ds:H02108,Basal laminar drusen
2102,ds:H02109,Combined malonic and methylmalonic aciduria
2103,ds:H02110,Doyne honeycomb retinal dystrophy; Malattia leventinese
2104,ds:H02111,Autism; Autistic spectrum disorder; Pervasive developmental disorder
2105,ds:H02112,Persistent hyperplastic primary vitreous; Persistent fetal vasculature
2106,ds:H02113,Infantile cerebellar-retinal degeneration
2107,ds:H02114,"Spastic paraplegia, optic atrophy, and neuropathy"
2108,ds:H02115,Congenital aural atresia
2109,ds:H02116,Phosphoserine phosphatase deficiency
2110,ds:H02117,Neu-Laxova syndrome
2111,ds:H02118,Agnathia-otocephaly complex; Otocephaly
2112,ds:H02119,Proteus syndrome
2113,ds:H02120,Anencephaly
2114,ds:H02121,Koolen-De Vries syndrome; Chromosome 17q21.31 deletion syndrome; Microdeletion 17q21.31 syndrome
2115,ds:H02122,Chronic atrial and intestinal dysrhythmia; CAID syndrome
2116,ds:H02123,Celiac disease
2117,ds:H02124,Interstitial lung and liver disease; Hereditary pulmonary alveolar proteinosis with hepatic involvement
2118,ds:H02125,Cardiac conduction disease with dilated cardiomyopathy
2119,ds:H02126,Mandibulofacial dysostosis with alopecia
2120,ds:H02127,Yunis-Varon syndrome
2121,ds:H02128,Defects in lysosomal trafficking
2122,ds:H02129,Prune belly syndrome; Triad syndrome; Eagle-Barret syndrome; Abdominal musculature deficiency syndrome
2123,ds:H02130,Mucolipidosis III; Pseudo-Hurler polydystrophy
2124,ds:H02131,UV-sensitive syndrome
2125,ds:H02132,Microcephaly syndrome
2126,ds:H02133,"Vici syndrome; Immunodeficiency with cleft lip/palate, cataract, hypopigmentation, and absent corpus callosum"
2127,ds:H02134,Microphthalmia with limb anomalies; Anophthalmia-syndactyly syndrome; Waardenburg anophthalmia syndrome; Ophthalmoacromelic syndrome
2128,ds:H02135,Cone-rod dystrophy and hearing loss
2129,ds:H02136,Branched-chain ketoacid dehydrogenase kinase deficiency; BCKDK deficiency
2130,ds:H02137,Laurence-Moon syndrome
2131,ds:H02138,Hereditary hypophophatemic rickets with hypercalciuria
2132,ds:H02139,Autosomal recessive hypophosphatemic rickets
2133,ds:H02140,Boucher-Neuhauser syndrome
2134,ds:H02141,Autosomal dominant hypophosphatemic rickets
2135,ds:H02142,X-linked recessive hypophosphatemic rickets
2136,ds:H02143,X-linked dominant hypophosphatemic rickets
2137,ds:H02144,Gordon Holmes syndrome; Cerebellar ataxia and hypogonadotropic hypogonadism
2138,ds:H02145,Calcium oxalate nephrolithiasis; Calcium oxalate urolithiasis
2139,ds:H02146,Glass syndrome; Chromosome 2q32-q33 deletion syndrome; SATB2-associated syndrome
2140,ds:H02147,X-linked recessive nephrolithiasis with renal failure
2141,ds:H02148,Low molecular weight proteinuria with hypercalciuria and nephrocalcinosis
2142,ds:H02149,X-linked hypercalciuric nephrolithiasis
2143,ds:H02150,Infantile or early childhood epileptic encephalopathy
2144,ds:H02151,Hereditary congenital facial paresis
2145,ds:H02152,Transient familial neonatal hyperbilirubinemia; Lucey-Driscoll syndrome
2146,ds:H02153,Megalencephaly-capillary malformation syndrome; MCAP syndrome
2147,ds:H02154,Omodysplasia
2148,ds:H02155,Dyssegmental dysplasia
2149,ds:H02156,Lamb-Shaffer syndrome; 12p12.1 microdeletion syndrome
2150,ds:H02157,Short-rib thoracic dysplasia
2151,ds:H02158,Weyers acrofacial dysostosis; Curry-Hall syndrome
2152,ds:H02159,Familial cold autoinflammatory syndrome; Familial cold urticaria
2153,ds:H02160,Craniosynostoses
2154,ds:H02161,Greig cephalopolysyndactyly syndrome
2155,ds:H02162,Viral hepatitis
2156,ds:H02163,Oropouche fever
2157,ds:H02164,Sandfly fever
2158,ds:H02165,Colorado tick fever
2159,ds:H02166,Saint Louis encephalitis
2160,ds:H02167,Lymphedema-distichiasis syndrome
2161,ds:H02168,Hypotrichosis-lymphedema-telangiectasia syndrome
2162,ds:H02169,Hennekam lymphangiectasia-lymphedema syndrome
2163,ds:H02170,"Microphthalmia, syndromic"
2164,ds:H02171,Rocio viral encephalitis
2165,ds:H02172,Nanophthalmos
2166,ds:H02173,Arenaviral hemorrhagic fever
2167,ds:H02174,Sudden infant death with dysgenesis of the testes syndrome
2168,ds:H02175,Hypospadias
2169,ds:H02176,Cryptorchidism
2170,ds:H02177,Androgen insensitivity syndrome
2171,ds:H02178,MASA syndrome; X-linked hereditary spastic paraplegia
2172,ds:H02179,Rippling muscle disease
2173,ds:H02180,McKusick-Kaufman syndrome
2174,ds:H02181,Idiopathic hyperCKemia; Elevated serum creatine phosphokinase
2175,ds:H02182,"Distal myopathy, Tateyama type"
2176,ds:H02183,Parastremmatic dwarfism; Parastremmatic dysplasia
2177,ds:H02184,Metatropic dysplasia
2178,ds:H02185,Spondylometaphyseal dysplasia
2179,ds:H02186,"Spondyloepiphyseal dysplasia, Maroteaux type; Pseudo-Morquio syndrome type 2"
2180,ds:H02187,Spondyloepimetaphyseal dysplasia
2181,ds:H02188,Watson syndrome; Pulmonary valvular stenosis with cafe au lait spots
2182,ds:H02189,Neurofibromatosis-Noonan syndrome
2183,ds:H02190,CBL syndrome; Noonan syndrome-like disorder with juvenile myelomonocytic leukemia
2184,ds:H02191,Noonan-like syndrome with loose anagen hair
2185,ds:H02192,Benign recurrent intrahepatic cholestasis
2186,ds:H02193,Intrahepatic cholestasis of pregnancy; Obstetric cholestasis
2187,ds:H02194,North American Indian childhood cirrhosis
2188,ds:H02195,MEHMO syndrome
2189,ds:H02196,X-linked creatine deficiency syndrome
2190,ds:H02197,Mitochondrial pyruvate carrier deficiency
2191,ds:H02198,Pancreatic agenesis and congenital heart disease; Pancreatic hypoplasia diabetes heart disease; Yorifuji-Okuno syndrome
2192,ds:H02199,"Congenital heart defects, multiple type"
2193,ds:H02200,"Leukoencephalopathy, progressive, with ovarian failure; Ovarioleukodystrophy"
2194,ds:H02201,Mitochondrial myopathy with lactic acidosis
2195,ds:H02202,Oblique facial cleft
2196,ds:H02203,Optic nerve hypoplasia
2197,ds:H02204,Hereditary hyperferritinaemia-cataract syndrome; Bonneau-Beaumont syndrome
2198,ds:H02205,Mucopolysaccharidosis-plus syndrome
2199,ds:H02206,Aceruloplasminemia; Ceruloplasmin deficiency
2200,ds:H02207,Kufor-Rakeb syndrome; Parkinson disease 9
2201,ds:H02208,Pantothenate kinase-associated neurodegeneration; Hallervorden-Spatz disease; Neurodegeneration with brain iron accumulation 1
2202,ds:H02209,HARP syndrome
2203,ds:H02210,Acromelic frontonasal dysostosis
2204,ds:H02211,Acrodysostosis
2205,ds:H02212,Familial infantile myoclonic epilepsy
2206,ds:H02213,Familial adult myoclonic epilepsy; Benign adult familial myoclonic epilepsy
2207,ds:H02214,Familial focal epilepsy with variable foci
2208,ds:H02215,Childhood absence epilepsy
2209,ds:H02216,Juvenile absence epilepsy
2210,ds:H02217,Juvenile myoclonic epilepsy
2211,ds:H02218,DOORS syndrome; Eronen syndrome; Digitorenocerebral syndrome
2212,ds:H02219,DDOD syndrome; Dominant deafness-onychodystrophy
2213,ds:H02220,MEDNIK syndrome; Erythrokeratodermia variabilis type 3
2214,ds:H02221,Methylmalonic aciduria and homocystinuria
2215,ds:H02222,"Methylmalonic acidemia and hyperhomocysteinemia, cblX type"
2216,ds:H02223,Osteocraniostenosis; Gracile bone dysplasia
2217,ds:H02224,Grange syndrome
2218,ds:H02225,Familial cirrhosis
2219,ds:H02226,Cardiospondylocarpofacial syndrome; Forney syndrome
2220,ds:H02227,Frontometaphyseal dysplasia
2221,ds:H02228,Acromicric dysplasia
2222,ds:H02229,Terminal osseous dysplasia; Terminal osseous dysplasia and pigmentary defects
2223,ds:H02230,X-linked cardiac valvular dysplasia; X-linked myxomatous valvular dystrophy
2224,ds:H02231,Optic disc anomalies with retinal and/or macular dystrophy
2225,ds:H02232,"CAGSSS syndrome; Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia"
2226,ds:H02233,Alazami syndrome
2227,ds:H02234,Hamamy syndrome
2228,ds:H02235,Morbid obesity and spermatogenic failure
2229,ds:H02236,Keppen-Lubinsky syndrome
2230,ds:H02237,AMP deaminase deficiency
2231,ds:H02238,Spinal muscular atrophy with congenital bone fractures
2232,ds:H02239,"Ehlers-Danlos syndrome, spondylodysplastic type"
2233,ds:H02240,Ehlers-Danlos syndrome periodontal type
2234,ds:H02241,Ehlers-Danlos syndrome cardiac valvular type
2235,ds:H02242,Ehlers-Danlos syndrome vascular type; Ehlers-Danlos syndrome type IV
2236,ds:H02243,Ehlers-Danlos syndrome arthrochalasia type
2237,ds:H02244,Ehlers-Danlos syndrome dermatospraxis type; Ehlers-Danlos syndrome type VIIC
2238,ds:H02245,Ehlers-Danlos syndrome kyphoscoliosis type
2239,ds:H02246,Ehlers-Danlos syndrome musculocontractural type
2240,ds:H02247,Ehlers-Danlos syndrome myopathic type; Bethlem myopathy 2
2241,ds:H02248,MEND syndrome
2242,ds:H02249,Primrose syndrome
2243,ds:H02250,Early-onset vitamin B6-dependent epilepsy
2244,ds:H02251,Coats plus syndrome; Cerebroretinal microangiopathy with calcifications and cysts
2245,ds:H02252,PEHO syndrome
2246,ds:H02253,Beaulieu-Boycott-Innes syndrome
2247,ds:H02254,Craniosynostosis and dental anomalies
2248,ds:H02255,FDLAB syndrome; Traboulsi syndrome
2249,ds:H02256,Factor VII deficiency; Hypoproconvertinemia
2250,ds:H02257,Factor X deficiency
2251,ds:H02258,Tubular aggregate myopathy
2252,ds:H02259,Stormorken syndrome
2253,ds:H02260,"Chondrodysplasia Chassaing-Lacombe type; Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia"
2254,ds:H02261,PEBAT; Early-onset progressive encephalopathy with brain atrophy and thin corpus callosum
2255,ds:H02262,PEBEL; Early-onset progressive encephalopathy with brain edema and/or leukoencephalopathy
2256,ds:H02263,Focal nonepidermolytic palmoplantar keratoderma
2257,ds:H02264,"Palmoplantar keratoderma, Nagashima type"
2258,ds:H02265,Annular epidermolytic ichthyosis; Cyclic ichthyosis with epidermolytic hyperkeratosis
2259,ds:H02266,"Palmoplantar keratoderma, Bothnian type"
2260,ds:H02267,Wilson-Turner syndrome
2261,ds:H02268,Wieacker-Wolff syndrome
2262,ds:H02269,Familial ventricular tachycardia
2263,ds:H02270,Cavitary optic disc anomalies
2264,ds:H02271,Cerebellofaciodental syndrome
2265,ds:H02272,CAPOS syndrome
2266,ds:H02273,Nonprogressive cerebellar ataxia with mental retardation
2267,ds:H02274,"Cerebellar atrophy, visual impairment, and psychomotor retardation"
2268,ds:H02275,Batten disease; Spielmeyer-Vogt disease; Juvenile neuronal ceroid lipofuscinoses
2269,ds:H02276,Kufs disease; Adult-onset neuronal ceroid lipofuscinosis
2270,ds:H02277,Santavuori-Haltia disease; Infantile neuronal ceroid lipofuscinosis
2271,ds:H02278,Jansky-Bielschowsky disease; Late infantile neuronal ceroid lipofuscinosis
2272,ds:H02279,Cathepsin D deficiency
2273,ds:H02280,"Complex lethal osteochondrodysplasia; Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gistelinck type"
2274,ds:H02281,Isolated anhidrosis with normal sweat glands; Dann-Epstein-Sohar syndrome
2275,ds:H02282,"Spastic tetraplegia, thin corpus callosum, and progressive microcephaly"
2276,ds:H02283,IVIC syndrome
2277,ds:H02284,Leukotriene C4 synthase deficiency
2278,ds:H02285,Methylmalonate semialdehyde dehydrogenase deficiency
2279,ds:H02286,"Congenital deafness with inner ear agenesis, microtia, and microdontia; Deafness with labyrinthine aplasia, microtia, and microdontia (LAMM)"
2280,ds:H02287,"Deafness, dystonia, and cerebral hypomyelination"
2281,ds:H02288,Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities
2282,ds:H02289,Retinal dystrophy with or without extraocular anomalies
2283,ds:H02290,Retinal dystrophy and iris coloboma with congenital cataract
2284,ds:H02291,"Retinal dystrophy, iris coloboma, and comedogenic acne syndrome"
2285,ds:H02292,"Retinal dystrophy, juvenile cataracts, and short stature syndrome"
2286,ds:H02293,Spastic paraplegia-psychomotor retardation-seizures syndrome
2287,ds:H02294,Tatton-Brown-Rahman syndrome
2288,ds:H02295,Adermatoglyphia
2289,ds:H02296,Basan syndrome; Ectodermal dysplasia absent dermatoglyphics
2290,ds:H02297,CLAPO syndrome
2291,ds:H02298,"Macrocephaly, dysmorphic facies, and psychomotor retardation"
2292,ds:H02299,Arthrogryposis multiplex congenita
2293,ds:H02300,Steel syndrome
2294,ds:H02301,Nephroblastoma; Wilms tumor
2295,ds:H02302,Hepatoblastoma
2296,ds:H02303,Alopecia-mental retardation syndrome
2297,ds:H02304,Combined D-2- and L-2-hydroxyglutaric aciduria
2298,ds:H02305,"RERE-related neurodevelopmental syndrome; Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart"
2299,ds:H02306,"Chondrodysplasia with joint dislocations, GPAPP type"
2300,ds:H02307,Muscular dystrophy-dystroglycanopathy
2301,ds:H02308,Immunodeficiency-centromeric instability-facial anomalies syndrome
2302,ds:H02309,Adenosine deaminase deficiency
2303,ds:H02310,Renal tubular acidosis
2304,ds:H02311,Molybdenum cofactor deficiency
2305,ds:H02312,Glutathione synthetase deficiency
2306,ds:H02313,5-Oxoprolinase deficiency
2307,ds:H02314,"Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete"
2308,ds:H02315,Disordered steroidogenesis due to cytochrome P450 oxidoreductase
2309,ds:H02316,"Adrenal insufficiency, NR5A1 related"
2310,ds:H02317,SERKAL syndrome
2311,ds:H02318,Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal
2312,ds:H02319,IMAGE syndrome
2313,ds:H02320,Vacuolar myopathy with CASQ1 aggregates
2314,ds:H02321,"Early-onset myopathy, areflexia, respiratory distress, and dysphagia"
2315,ds:H02322,"Amyloidosis, Finnish type; Meretoja syndrome; Amyloid cranial neuropathy with lattice corneal dystrophy"
2316,ds:H02323,Ruijs-Aalfs syndrome
2317,ds:H02324,Sacral agenesis with vertebral anomalies
2318,ds:H02325,Schaaf-Yang syndrome
2319,ds:H02326,Keipert syndrome; Nasodigitoacoustic syndrome
2320,ds:H02327,KBG syndrome
2321,ds:H02328,Sifrim-Hitz-Weiss syndrome
2322,ds:H02329,Hepatic lipase deficiency
2323,ds:H02330,Pancreatic lipase deficiency
2324,ds:H02331,Gastrointestinal defects and immunodeficiency syndrome; Combined immunodeficiency with multiple intestinal atresia
2325,ds:H02332,Preaxial polydactyly
2326,ds:H02333,Laurin-Sandrow syndrome
2327,ds:H02334,Pierpont syndrome
2328,ds:H02335,Preimplantation embryonic lethality
2329,ds:H02336,"Deafness, Y-linked"
2330,ds:H02337,Skraban-Deardorff syndrome
2331,ds:H02338,PEHO-like syndrome
2332,ds:H02339,Auditory neuropathy
2333,ds:H02340,Absorptive hypercalciuria
2334,ds:H02341,Goldmann-Favre syndrome
2335,ds:H02342,Frontotemporal dementia and amyotrophic lateral sclerosis
2336,ds:H02343,EVEN-plus syndrome
2337,ds:H02344,Cowchock syndrome; X-linked Charcot-Marie-Tooth disease type 4
2338,ds:H02345,Autosomal recessive peripheral neuropathy (PNRIID)
2339,ds:H02346,Intellectual developmental disorder with short stature
2340,ds:H02347,Thauvin-Robinet-Faivre syndrome
2341,ds:H02348,Dentin dysplasia
2342,ds:H02349,Odontochondrodysplasia; Goldblatt syndrome
2343,ds:H02350,Dyschromatosis universalis hereditaria
2344,ds:H02351,Cowpox
2345,ds:H02352,Vaccinia
2346,ds:H02353,Hyperekplexia and epilepsy; Early infantile epileptic encephalopathy-8
2347,ds:H02354,Orf; Contagious pustular dermatitis; Contagious ecthyma
2348,ds:H02355,Deafness and myopia
2349,ds:H02356,"PCWH syndrome; Waardenburg-Shah syndrome, neurologic variant"
2350,ds:H02357,Congenital hypomyelinating neuropathy
2351,ds:H02358,"Arthrogryposis multiplex congenita, neurogenic, with myelin defect"
2352,ds:H02359,Dejerine-Sottas disease; Charcot-Marie-Tooth disease type 3
2353,ds:H02360,"Epileptic encephalopathy, childhood-onset"
2354,ds:H02361,Myoclonic-atonic epilepsy
2355,ds:H02362,Benign familial infantile seizure
2356,ds:H02363,Ververi-Brady syndrome
2357,ds:H02364,Heart and brain malformation syndrome
2358,ds:H02365,"Helsmoortel-van der Aa syndrome; Mental retardation, autosomal dominant 28"
2359,ds:H02366,"Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome"
2360,ds:H02367,"Chorea, childhood-onset, with psychomotor retardation"
2361,ds:H02368,"Developmental delay with short stature, dysmorphic facial features, and sparse hair"
2362,ds:H02369,IMAGE-I syndrome
2363,ds:H02370,FILS syndrome
2364,ds:H02371,Intellectual developmental disorder with autism and speech delay
2365,ds:H02372,Cystoisosporiasis; Isosporiasis
2366,ds:H02373,Sarcocystosis
2367,ds:H02374,Blastocystosis
2368,ds:H02375,"Cardiac valvular defect, developmental"
2369,ds:H02376,"Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies"
2370,ds:H02377,Leukodystrophy and acquired microcephaly with or without dystonia
2371,ds:H02378,"Hypotonia, ataxia, and delayed development syndrome"
2372,ds:H02379,Rickettsialpox
2373,ds:H02380,D-glyceric aciduria
2374,ds:H02381,"Cleft palate, psychomotor retardation, and distinctive facial features"
2375,ds:H02382,Bainbridge-Ropers syndrome
2376,ds:H02383,"Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis"
2377,ds:H02384,Abdominal obesity-metabolic syndrome; Metabolic syndrome X
2378,ds:H02385,Eumycetoma
2379,ds:H02386,Phaeohyphomycosis
2380,ds:H02387,Snijders Blok-Fisher syndrome
2381,ds:H02388,Infantile-onset limb and orofacial dyskinesia
2382,ds:H02389,Familial dyskinesia with facial myokymia
2383,ds:H02390,Autosomal recessive neuromyotonia and axonal neuropathy
2384,ds:H02391,"Infantile-onset multisystem neurologic, endocrine, and pancreatic disease"
2385,ds:H02392,Scedosporiosis; Pseudoallescheriosis
2386,ds:H02393,Talaromycosis; Penicilliosis
2387,ds:H02394,"Cleft palate, cardiac defects, and mental retardation"
2388,ds:H02395,Calvarial doughnut lesions with bone fragility
2389,ds:H02396,Corpus callosum agenesis with facial anomalies and cerebellar ataxia
2390,ds:H02397,Neurodevelopmental disorder with movement abnormalities or hypotonia
2391,ds:H02398,COVID-19; Coronavirus disease 2019
2392,ds:H02399,Primary amoebic meningoencephalitis (PAM)
2393,ds:H02400,Rhinosporidiosis
2394,ds:H02401,Acanthamoebiasis
2395,ds:H02402,Thyroid eye disease; Graves ophthalmopathy
2396,ds:H02403,Angiostrongyliasis
2397,ds:H02404,Capillariasis
2398,ds:H02405,Oesophagostomiasis
2399,ds:H02406,Syngamosis
2400,ds:H02407,Trichostrongyliasis
2401,ds:H02408,Dipylidiasis
2402,ds:H02409,Dicrocoeliasis
2403,ds:H02410,Myelodysplastic/myeloproliferative neoplasms
2404,ds:H02411,Chronic myelomonocytic leukemia
2405,ds:H02412,Atypical chronic myeloid leukemia
2406,ds:H02413,Epidemic myalgia; Epidemic pleurodynia; Bornholm disease
2407,ds:H02414,"Autoinflammation, panniculitis, and dermatosis syndrome"
2408,ds:H02415,"Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome"
2409,ds:H02416,Cimicosis
2410,ds:H02417,Gingival fibromatosis with hypertrichosis
2411,ds:H02418,Non-Hodgkin lymphoma
2412,ds:H02419,Glycine encephalopathy with normal serum glycine
2413,ds:H02420,Head and neck cancer
2414,ds:H02421,Solid tumor
2415,ds:H02422,Retinitis pigmentosa with skeletal anomalies
2416,ds:H02423,Phthiriasis; Phthiriasis pubis; Pubic lice infestation
2417,ds:H02424,Primary central nervous system lymphoma
2418,ds:H02425,Erdheim-Chester disease
2419,ds:H02426,EDICT syndrome
2420,ds:H02427,Soft tissue sarcomas
2421,ds:H02428,Trichosporonosis
2422,ds:H02429,Actinic keratosis
2423,ds:H02430,"Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus"
2424,ds:H02431,"Cerebellar hypoplasia, epilepsy, and global developmental delay"
2425,ds:H02432,Butyrylcholinesterase deficiency
2426,ds:H02433,Hypomyelination with brainstem and spinal cord involvement and leg spasticity
2427,ds:H02434,"Diffuse large B-cell lymphoma, not otherwise specified"
2428,ds:H02435,Deafness-infertility syndrome
2429,ds:H02436,Al-Gazali syndrome
2430,ds:H02437,"Growth retardation, impaired intellectual development, hypotonia, and hepatopathy"
2431,ds:H02438,"Hyperglycinemia, lactic acidosis, and seizures"
2432,ds:H02439,"Short stature, developmental delay, congenital heart defect"
2433,ds:H02440,"Fleck retina, familial benign"
2434,ds:H02441,HUPRA syndrome
2435,ds:H02442,Common cold
2436,ds:H02444,Luscan-Lumish syndrome
2437,ds:H02445,"Microcornea, myopic chorioretinal atrophy, and telecanthus"
2438,ds:H02446,Autosomal recessive macrocephaly/megalencephaly syndrome
2439,ds:H02447,Myopathy with extrapyramidal signs
2440,ds:H02448,Harel-Yoon syndrome
2441,ds:H02449,Autosomal dominant lamellar ichthyosis
2442,ds:H02450,Horizontal gaze palsy with progressive scoliosis
2443,ds:H02451,Congenital disorder of glycosylation with defective fucosylation
2444,ds:H02452,Muscle hypertrophy
2445,ds:H02453,Congenital heart defects and ectodermal dysplasia
2446,ds:H02454,"Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder"
2447,ds:H02455,"Congenital heart defects, hamartomas of tongue, and polysyndactyly; Ostravik-Lindemann-Solberg syndrome"
2448,ds:H02456,Ectodermal dysplasia
2449,ds:H02457,"Developmental delay, leukoencephalopathy, and neurologic decompensation"
2450,ds:H02458,Hydrocephalus due to congenital stenosis of aqueduct of Sylvius; X-linked hydrocephalus
2451,ds:H02459,Syndromic neurodevelopmental disorder
2452,ds:H02460,Neurodevelopmental disorder with dysmorphic facies and skeletal anomalies
2453,ds:H02461,Neurodevelopmental disorder with microcephaly
2454,ds:H02462,Spondyloepiphyseal dysplasia
2455,ds:H02463,Syndromic intellectual developmental disorder
2456,ds:H02464,Poretti-Boltshauser syndrome
2457,ds:H02465,Weiss-Kruszka syndrome
2458,ds:H02466,Rajab interstitial lung disease with brain calcification
2459,ds:H02467,Neonatal inflammatory skin and bowel disease
2460,ds:H02468,Early childhood-onset progressive leukodystrophy
2461,ds:H02469,Cone-rod synaptic disorder
2462,ds:H02470,Neurodevelopmental disorder with structural brain abnormalities
2463,ds:H02471,Brain malformations with urinary tract defects
2464,ds:H02472,Early-onset progressive encephalopathy
2465,ds:H02473,"Leukoencephalopathy, brain calcifications, and cysts; Labrune syndrome"
2466,ds:H02474,Blepharocheilodontic syndrome
2467,ds:H02475,Retinoschisis
